fid,pc11_state,pc11_distr,pc11_subdi,town_villa,year,Rainfed_cropland,Herbaceous_cover_cropland,Tree_or_shrub_cover_cropland,Irrigated_cropland,Open_evergreen_broadleaved_forest,Closed_evergreen_broadleaved_forest,Open_deciduous_broadleaved_forest,Closed_deciduous_broadleaved_forest,Open_evergreen_needle_leaved_forest,Closed_evergreen_needle_leaved_forest,Open_deciduous_needle_leaved_forest,Closed_deciduous_needle_leaved_forest,Open_mixed_leaf_forest,Closed_mixed_leaf_forest,Shrubland,Evergreen_shrubland,Deciduous_shrubland,Grassland,Lichens_and_mosses,Sparse_vegetation,Sparse_shrubland,Sparse_herbaceous,Swamp,Marsh,Flooded_flat,Saline,Mangrove,Salt_marsh,Tidal_flat,Impervious_surfaces,Bare_areas,Consolidated_bare_areas,Unconsolidated_bare_areas,Water_body,Permanent_ice_and_snow,Filled_value
629507,30,586,05618,Colem,2017,8.55,6.73,,3.63,14.56,982.77,50.90,881.61,0.57,1000.76,0.44,,7.93,,3.96,,,33.35,,0.69,,,0.69,3.79,0.69,,,,,11.74,0.35,,,9.06,,
629508,30,586,05618,Sigao,2017,23.19,14.53,,3.97,14.90,304.72,36.32,989.36,0.69,676.48,0.52,,6.64,,6.80,,,60.33,,1.05,,,0.96,6.29,5.70,,,,,1.04,0.60,,,15.21,,
629509,30,586,05618,Sangod,2017,15.48,19.52,,7.33,18.98,370.21,57.88,1294.52,1.32,1105.27,0.17,,10.47,,10.90,0.09,,54.25,,1.54,,,1.28,3.24,0.60,,,,,2.25,0.09,,,12.78,,
629510,30,586,05618,Cormonem,2017,0.18,,,0.88,3.48,31.40,7.12,258.71,0.26,124.85,0.09,,0.61,,0.09,,,0.43,,,,,0.40,0.35,,,,,,,,,,,,
629511,30,586,05618,Codli,2017,79.42,41.97,,9.74,27.99,186.04,39.81,1161.07,0.78,556.26,0.17,,6.63,,17.52,,,109.79,,0.43,,,0.10,24.79,34.05,,,,,2.76,3.62,,,51.51,,
629514,30,586,05618,Bandoli,2017,8.65,4.71,,1.62,13.89,65.12,19.63,610.19,0.60,290.58,0.09,,0.84,,2.96,,,17.32,,0.69,,,0.29,1.80,0.09,,,,,1.38,,,,19.32,,
629517,30,586,05618,Santona,2017,62.10,22.40,,3.83,12.89,6.62,14.77,517.41,0.28,144.16,0.09,,2.80,,17.92,,,65.91,,2.50,,,0.17,5.79,17.55,,,,,6.66,1.12,,,60.21,,
629518,30,586,05618,Calem,2017,3.29,7.52,,10.29,17.71,730.80,48.81,1512.35,0.93,1253.81,0.09,,16.06,,1.38,,,11.05,,,,,0.26,0.60,,,,,,0.78,,,,,,
629519,30,586,05618,Sonauli,2017,0.51,,0.04,0.69,6.47,2409.70,23.56,105.68,0.09,125.68,0.52,,10.86,,,,,0.09,,,,,,,,,,,,,,,,,,
629520,30,586,05618,Boma,2017,,,,,0.35,785.72,2.33,8.21,,19.09,0.09,,3.71,,0.26,,,,,,,,,,,,,,,,,,,,,
629521,30,586,05618,Oxel,2017,,,,,0.17,999.40,3.22,21.79,,31.11,,,0.35,,,,,,,,,,,,,,,,,,,,,,,
629522,30,586,05618,Dongurli,2017,0.26,0.26,,,0.72,883.55,7.50,54.76,0.09,150.95,,,0.77,,,,,,,,,,,,,,,,,,,,,,,
629523,30,586,05618,Patiem,2017,10.89,3.95,,1.30,8.11,810.01,15.34,200.46,0.67,164.44,,,4.39,,6.69,,,21.00,,0.60,,,,1.13,0.86,,,,,0.43,,,,19.08,,
629524,30,586,05618,Maulinguem,2017,1.00,0.95,,,6.63,197.03,13.05,174.27,0.17,111.49,0.43,,2.16,,0.34,,,4.28,,0.64,,,,0.52,,,,,,,,,,8.63,,
629525,30,586,05618,Dudal,2017,0.86,2.93,,0.30,5.28,88.61,8.72,380.73,0.17,223.72,0.17,,0.35,,0.17,,,5.22,,0.05,,,0.09,0.43,0.26,,,,,,,,,4.86,,
629531,30,586,05618,Xelpem,2017,2.35,0.95,,0.69,6.90,14.90,5.20,196.25,,52.05,,,1.38,,0.17,,,0.38,,0.17,,,4.58,10.04,9.58,,,,,5.84,0.09,,,84.48,,
629532,30,586,05618,Salauli,2017,5.96,4.14,0.09,0.86,7.68,66.67,16.87,363.68,0.35,174.94,,,0.54,,0.52,,,0.95,,0.17,,,2.94,29.26,94.93,,,,,0.09,,,,267.97,,
629533,30,586,05618,Uguem,2017,16.38,5.35,,5.09,24.52,150.04,40.80,917.08,1.07,516.83,0.52,,10.41,,1.99,,,2.11,,0.26,,,1.12,7.23,14.07,,,,,5.52,0.26,,,43.27,,
629534,30,586,05618,Tudou,2017,12.60,10.61,,1.90,14.16,668.77,23.98,249.81,1.21,255.59,0.26,,6.31,,11.35,,,32.70,,1.47,,,0.26,1.04,1.30,,,,,,0.09,,,36.06,,
629535,30,586,05618,Potrem,2017,2.49,2.54,,0.49,6.29,1700.09,23.02,139.46,1.30,248.45,0.43,,20.50,,1.48,0.09,,7.95,,0.09,,,,0.19,,,,,,,,,,0.35,,
629536,30,586,05618,Bati,2017,3.66,1.38,,3.75,10.98,1428.54,51.18,519.07,2.42,802.60,0.52,,24.35,,0.86,0.09,,3.70,,0.17,,,0.09,0.24,,,,,,0.43,,,,0.52,,
629537,30,586,05618,Cumbari,2017,0.52,0.35,,0.80,3.58,2397.50,17.99,97.30,0.52,201.45,0.43,,8.62,,0.17,0.17,,,,,,,,,,,,,,0.09,,,,,,
629538,30,586,05618,Viliena,2017,0.26,,,3.86,5.17,76.11,7.03,127.42,0.52,169.56,0.26,,1.99,,,,,0.09,,,,,,,,,,,,,,,,,,
629539,30,586,05618,Dongor,2017,,,,0.26,0.35,737.13,5.86,19.92,,75.77,0.09,,1.16,,,,,,,,,,,,,,,,,,,,,,,
629540,30,586,05618,Naiquinim,2017,3.02,1.30,,6.39,10.66,287.08,38.95,842.37,0.95,504.77,0.86,,4.37,,0.43,,,4.06,,0.17,,,14.74,94.62,61.32,,,,,3.80,0.09,,,56.20,,
629541,30,586,05618,Porteem,2017,0.17,,,0.26,3.62,157.84,25.85,250.27,0.35,366.58,,,3.81,,0.35,,,,,0.09,,,4.68,44.05,89.02,,,,,,0.52,,,277.45,,
629542,30,586,05618,Curdi,2017,0.46,0.43,,,11.71,225.82,52.65,427.81,1.90,193.90,1.99,,23.64,,0.27,,,5.78,,0.57,,,3.84,54.77,100.56,,,,,,0.17,,,320.57,,
629546,30,586,05618,Vichundrem,2017,1.64,0.69,,7.00,6.50,163.51,33.63,247.05,1.47,590.28,0.24,,7.33,,0.49,19.35,,8.27,,,,,,,,,,,,0.09,,,,,,
629547,30,586,05618,Sigonem,2017,0.09,,,,0.26,2061.08,4.50,9.16,,23.64,0.09,,2.85,,,2.51,,,,,,,,,,,,,,,,,,,,
629548,30,586,05618,Netorli,2017,3.71,2.42,,22.12,13.74,2055.59,93.65,495.68,1.04,1351.50,0.43,,21.98,,0.26,131.35,,2.33,,,,,0.35,,,,,,,0.52,,,,,,
629549,30,586,05618,Nundem,2017,2.59,3.02,,0.17,2.59,508.28,21.58,88.28,0.43,191.93,0.86,,7.54,,,17.31,,,,,,,,,,,,,,,,,,,,
629550,30,586,05618,Verlem,2017,2.25,1.47,,3.11,21.68,3293.74,101.93,264.88,1.31,509.99,4.83,,57.61,,1.72,185.21,,6.91,,,,,,,,,,,,0.35,,,,,,4.71
629556,30,586,05619,Gaodongrem,2017,94.84,111.38,3.00,20.22,116.32,1489.61,194.52,2472.77,6.31,1327.18,8.21,1.64,329.37,,4.38,284.83,,1.12,,0.13,,,1.37,2.89,,,,,,2.19,1.04,,,0.95,,11.87
629557,30,586,05619,Poinguinim,2017,51.61,35.39,23.30,42.94,55.31,370.12,121.14,1277.11,6.52,856.44,6.89,1.37,26.80,,5.47,8.84,,65.81,0.14,0.13,,,2.85,6.32,0.12,,,,,33.50,,,,6.12,,2.33
629559,30,586,05619,Cotigao,2017,69.47,57.99,7.95,7.78,46.11,6892.21,268.25,907.09,5.88,2480.10,4.88,3.02,164.65,,1.44,141.64,,2.17,,,,,,,,,,,,1.64,,,,,,15.08
629225,30,585,05610,Penha-de-Franca,2018,34.91,2.85,,24.12,5.57,3.97,5.96,248.57,0.26,14.50,0.09,,0.52,,3.14,,,2.01,,0.25,,,0.17,4.86,0.26,,,,,111.02,0.09,,,24.03,,
629226,30,585,05610,Salvador do Mundo,2018,36.68,0.63,,31.07,12.49,66.50,28.50,600.54,0.52,191.05,,,0.95,,0.30,,,2.14,,2.17,,,4.96,59.37,28.37,,,,0.17,26.29,2.10,,,109.83,,
629231,30,585,05611,Chorao,2018,53.72,15.17,0.43,50.59,8.33,38.20,15.03,900.01,1.03,48.68,0.09,,1.44,,6.98,,,6.72,,5.65,,,43.71,153.34,24.05,,0.09,,0.17,4.79,2.47,,,381.42,,
629234,30,585,05611,Navelim,2018,4.48,0.52,,29.89,3.17,17.89,5.02,186.96,0.17,3.39,0.17,,1.03,,0.60,,,0.34,,3.45,,,10.28,142.64,1.64,,,,,1.59,0.86,,,239.86,,
629255,30,585,05611,Chimbel,2018,21.58,0.60,,5.72,2.11,1.02,8.53,230.55,0.09,72.91,,,,,0.78,,,7.73,,0.86,,,,6.88,0.54,,,,,53.24,0.09,,,85.72,,
629261,30,585,05611,Panaji,2018,215.77,20.15,,232.06,19.85,44.69,43.66,1044.35,1.45,142.95,0.09,,6.72,,15.09,,,32.37,,6.14,,,7.91,132.02,12.11,,,,8.70,482.27,1.64,,,259.57,,
629292,30,585,05613,Siroli,2018,0.91,0.19,,1.72,2.81,139.06,12.68,112.26,0.17,59.76,,,3.02,,0.09,,,,,,,,,,,,,,,0.43,,,,,,
629293,30,585,05613,Anjunem,2018,,,,0.17,0.34,129.69,5.31,13.46,0.17,10.04,,,1.03,,0.17,,,,,,,,1.10,11.09,8.85,,,,,,,,,17.52,,
629294,30,585,05613,Quelaudem,2018,,,,,0.52,242.92,4.03,11.81,,18.58,1.79,,2.79,,,,,,,,,,1.14,5.07,1.82,,,,,,,,,11.08,,
629295,30,585,05613,Ponsuli,2018,0.17,,,0.52,1.78,257.17,10.49,21.60,0.60,33.67,0.43,,4.38,,0.26,,,,,,,,0.33,2.79,0.20,,,,,,,,,,,
629296,30,585,05613,Choraundem,2018,2.01,0.17,,0.94,12.01,338.14,15.06,181.69,0.26,40.48,3.36,,30.60,,,,,,,,,,,,,,,,,1.12,,,,,,
629297,30,585,05613,Ivrem-Buzruco,2018,5.16,2.35,,1.06,9.60,164.79,8.05,224.05,0.34,29.33,0.09,,38.21,,0.17,0.09,,,,,,,,,,,,,,1.98,,,,,,
629298,30,585,05613,Ivrem-Curdo,2018,1.21,1.10,,0.92,4.16,182.43,10.14,96.05,0.17,61.06,,,8.24,,,,,,,,,,,,,,,,,0.43,,,,,,
629299,30,585,05613,Golauli,2018,0.77,,,0.71,7.31,396.63,17.10,124.74,0.29,52.58,1.12,,37.53,,,,,,,,,,,,,,,,,0.34,,,,,,
629300,30,585,05613,Surla,2018,0.42,0.17,,0.34,8.73,1067.14,37.55,208.13,0.34,60.39,4.09,0.09,82.60,,0.17,0.17,,4.09,,,,,,,,,,,,1.38,,,,,,
629301,30,585,05613,Satrem,2018,0.09,0.03,,0.30,8.46,1866.58,23.23,131.16,0.17,56.67,2.80,,56.76,,,0.09,,,,,,,,,,,,,,0.09,,,,,,
629302,30,585,05613,Derodem,2018,0.09,,,0.27,2.71,1199.04,8.78,72.93,,46.57,0.26,,6.35,,0.10,,,1.74,,,,,,,,,,,,,,,,,,
629303,30,585,05613,Codal,2018,0.17,,,0.25,6.09,995.90,22.26,111.29,0.56,152.13,0.86,,19.03,,,,,,,,,,,,,,,,,0.09,,,,,,
629304,30,585,05613,Rivem,2018,0.27,,,0.47,5.33,321.90,16.89,71.96,0.40,82.42,0.86,,11.52,,,,,,,,,,,,,,,,,0.09,,,,,,
629305,30,585,05613,Dongurli,2018,9.70,2.15,,4.88,8.20,183.25,24.24,422.52,1.29,157.46,0.60,0.09,11.41,,0.09,0.09,,,,,,,,0.09,,,,,,4.49,,,,,,
629306,30,585,05613,Pale,2018,1.03,0.43,,0.90,4.84,351.30,16.12,278.92,1.47,91.43,1.81,0.09,28.18,,0.09,,,,,,,,,,,,,,,0.80,,,,,,
629307,30,585,05613,Gululem,2018,0.17,,,0.26,0.46,606.30,2.28,18.60,0.26,30.09,0.86,,1.90,,0.52,,,,,0.17,,,3.64,16.81,15.06,,,,,,0.26,,,81.01,,
629308,30,585,05613,Querim,2018,1.47,0.09,,1.03,5.44,712.61,32.39,232.01,0.31,228.99,0.17,,7.65,,0.17,,,,,0.17,,,0.86,0.60,,,,,,6.98,,,,0.69,,
629310,30,585,05613,Saleli,2018,7.68,2.24,,2.96,6.73,165.24,19.37,519.57,0.26,132.16,0.43,,8.95,,0.17,,,1.21,,,,,,,,,,,,3.74,,,,,,
629311,30,585,05613,Zormen,2018,0.69,0.09,,0.95,9.91,360.32,35.10,212.75,1.29,93.14,1.25,,36.25,,0.09,0.17,,,,,,,,,,,,,,0.86,,,,,,
629312,30,585,05613,Dabem,2018,2.50,,,1.01,4.31,136.66,11.13,143.50,0.30,80.23,0.04,,7.29,,,,,,,,,,,,,,,,,0.26,,,,,,
629313,30,585,05613,Compordem,2018,4.04,1.03,,3.27,6.48,208.86,13.80,375.92,0.60,90.08,0.26,,16.48,,0.26,,,,,,,,0.09,,,,,,,3.36,,,,,,
629314,30,585,05613,Edorem,2018,0.26,,,1.19,1.91,30.40,5.61,47.55,0.09,57.21,,,0.39,,,,,,,,,,,,,,,,,,,,,,,
629315,30,585,05613,Naneli,2018,3.01,0.78,,3.24,7.34,109.51,17.54,330.36,0.69,155.58,0.09,,10.76,,,,,,,,,,,,,,,,,0.23,,,,,,
629316,30,585,05613,Carambolim-Brama,2018,0.88,0.09,,0.69,5.74,208.52,7.23,162.10,0.09,108.71,0.09,,2.48,,0.09,,,,,,,,,,,,,,,0.09,,,,,,
629317,30,585,05613,Xelopo-Buzruco,2018,0.39,0.52,,1.27,2.47,27.95,5.62,107.55,0.17,55.22,0.09,,0.72,,,,,,,,,,,,,,,,,0.17,,,,,,
629318,30,585,05613,Sigonem,2018,0.21,,,0.43,6.82,134.82,10.26,74.24,0.34,74.50,0.17,0.17,3.14,,,,,,,,,,,,,,,,,0.09,,,,,,
629319,30,585,05613,Maloli,2018,0.26,0.26,,0.09,7.70,191.72,16.15,195.76,0.73,141.30,0.17,,7.48,,,,,,,,,,,,,,,,,0.09,,,,,,
629320,30,585,05613,Nanorem,2018,0.20,,,0.60,6.30,145.30,9.29,94.98,0.09,86.49,0.26,,1.77,,,,,,,,,,,,,,,,,0.09,,,,,,
629321,30,585,05613,Vainguinim,2018,,,,,1.21,798.53,4.15,18.11,0.09,14.17,0.17,,0.43,,,0.09,,,,,,,,,,,,,,,,,,,,
629322,30,585,05613,Zarani,2018,0.14,,,0.34,1.87,666.46,11.77,40.69,0.17,74.37,0.17,,9.04,,,,,,,0.64,,,1.67,0.66,,,,,,,,,,0.17,,
629323,30,585,05613,Ustem,2018,0.13,,,1.14,8.55,139.21,9.01,159.32,0.34,98.07,,,1.03,,,,,,,0.50,,,0.43,1.83,,,,,,0.09,0.06,,,1.84,,
629324,30,585,05613,Davem,2018,0.44,0.17,,0.34,11.66,154.70,21.07,251.70,0.34,170.14,0.04,,5.26,,,,,0.17,,0.13,,,1.11,1.82,,,,,,0.26,0.02,,,0.63,,
629325,30,585,05613,Bombedem,2018,0.08,,,,0.60,15.99,1.29,17.44,,19.18,,,0.09,,,,,,,,,,,,,,,,,,,,,,,
629326,30,585,05613,Ambedem,2018,0.30,0.63,,0.09,1.44,28.23,2.10,38.70,,43.11,,,0.69,,,,,0.09,,,,,,,,,,,,0.08,,,,,,
629327,30,585,05613,Nagargao,2018,0.45,0.49,,0.48,2.02,34.09,2.38,91.91,,47.13,,0.09,1.90,,,0.26,,,,,,,,,,,,,,0.70,,,,,,
629328,30,585,05613,Satorem,2018,0.28,0.34,,0.47,2.53,28.07,4.37,98.72,,64.79,,,0.63,,,,,,,,,,,,,,,,,0.09,,,,,,
629329,30,585,05613,Mauzi,2018,2.16,1.72,,5.64,8.70,112.70,18.64,302.30,0.74,166.83,0.09,,6.41,,0.09,,,,,,,,,,,,,,,1.81,,,,,,
629330,30,585,05613,Buimpal,2018,4.26,0.95,,0.95,1.98,90.55,10.10,178.08,0.09,124.01,,,0.26,,0.34,,,0.86,,,,,,,,,,,,6.55,,,,,,
629331,30,585,05613,Cumarconda,2018,0.34,0.09,,0.26,0.66,134.71,18.30,115.89,0.09,274.09,,,0.12,,0.09,,,0.21,,,,,,,,,,,,,,,,,,
629339,30,585,05613,Sanvordem,2018,0.17,,,,4.55,77.74,9.37,127.51,0.16,105.80,0.06,,1.84,,,,,0.26,,0.54,,,1.11,1.75,,,,,,1.29,0.07,,,0.50,,
629340,30,585,05613,Sonal,2018,2.02,0.26,,1.92,6.37,61.36,7.87,143.96,0.26,82.14,,,2.33,,,0.09,,0.17,,0.68,,,1.28,3.33,,,,,,0.17,,,,1.92,,
629341,30,585,05613,Codvol,2018,,,,0.34,1.16,817.40,3.56,23.55,0.09,19.05,0.09,,0.27,,,,,,,0.50,,,0.63,0.17,,,,,,,,,,,,
629342,30,585,05613,Pendral,2018,0.09,,,0.26,2.07,1657.04,10.27,35.59,0.17,69.01,0.09,,4.96,,,,,,,0.15,,,0.54,0.37,,,,,,,,,,0.00,,
629343,30,585,05613,Caranzol,2018,3.61,4.40,,2.20,27.52,2689.49,53.26,444.95,1.81,723.66,1.29,,29.02,,,0.34,,0.26,,1.57,,,1.53,1.73,,,,,,0.60,0.03,,,2.19,,
629344,30,585,05613,Carambolim-Bozruco,2018,0.17,0.26,,0.09,14.34,161.02,15.25,138.05,0.17,153.04,0.34,,1.64,,,0.09,,,,,,,,,,,,,,0.17,,,,,,
629345,30,585,05613,Velguem,2018,0.77,0.31,,0.52,8.32,85.88,15.72,196.13,0.63,121.45,,,0.95,,0.09,,,0.75,,0.26,,,0.68,4.83,,,,,,0.86,,,,5.89,,
629356,30,585,05613,Xelopo-Curdo,2018,0.60,0.81,,0.09,4.38,126.69,8.90,140.27,0.43,164.64,0.34,,1.03,,0.17,,,1.94,,0.34,,,,0.43,,,,,,0.17,,,,1.90,,
629357,30,585,05613,Siranguli,2018,1.31,0.86,,0.60,3.51,180.53,6.92,52.82,0.09,66.20,0.09,,1.70,,,,,,,,,,,,,,,,,,,,,,,
629358,30,585,05613,Sirsodem,2018,0.59,0.09,,0.60,4.67,152.38,6.87,84.26,0.17,43.94,0.09,,4.60,,,,,,,,,,,,,,,,,0.09,,,,,,
629359,30,585,05613,Assodem,2018,0.69,0.09,,0.09,1.54,349.97,4.25,77.89,0.43,71.08,0.09,,0.17,,,,,,,,,,,,,,,,,,,,,,,
629360,30,585,05613,Govanem,2018,0.09,,,,1.14,233.36,6.01,52.13,0.26,131.33,0.17,,0.95,,0.09,,,1.44,,0.09,,,,0.43,,,,,,,0.09,,,0.60,,
629361,30,585,05613,Malpona,2018,0.26,0.26,,0.09,2.06,78.16,6.99,147.96,0.26,136.60,0.09,,1.47,,0.43,,,5.26,,,,,,,,,,,,,,,,,,
629362,30,585,05613,Ambeli,2018,,0.17,,0.16,2.13,40.75,5.15,42.22,0.09,122.30,,,1.03,,,,,0.61,,,,,,,,,,,,,,,,,,
629363,30,585,05613,Melauli,2018,0.52,,,0.53,8.58,184.36,23.57,570.38,0.86,825.76,0.34,,2.86,,0.09,,,1.29,,0.69,,,2.07,1.79,,,,,,0.43,,,,0.34,,
629364,30,585,05613,Conquirem,2018,8.02,0.52,,0.69,1.38,88.06,11.55,254.05,0.17,456.89,,,0.93,,0.52,,,3.97,,0.34,,,1.48,1.91,0.34,,,,,2.59,,,,5.02,,
629376,30,585,05614,Gangem,2018,0.34,,,0.78,1.38,152.36,17.41,100.29,1.12,260.42,0.34,,1.06,,0.09,,,,,0.26,,,0.53,1.10,,,,,,0.43,,,,4.07,,
629397,30,585,05614,Usgao,2018,31.43,8.37,,14.65,14.13,335.49,61.79,1212.03,1.12,745.25,,,5.68,,5.43,,,26.57,,3.95,,,11.51,25.44,2.08,,,,,94.33,0.43,,,69.80,,
629472,30,586,05617,Undorna,2018,1.16,1.81,,2.25,6.63,54.21,9.87,360.48,0.87,82.09,,,1.15,,0.86,,,2.06,,0.09,,,1.55,12.86,9.50,,,,,,0.09,,,25.96,,
629493,30,586,05617,Sulcorna,2018,2.09,2.60,,0.78,10.12,440.99,39.26,353.51,1.73,408.22,0.09,,13.92,,2.45,12.46,,8.89,,,,,,,,,,,,0.43,,,,,,
629495,30,586,05617,Cazur,2018,1.81,5.01,,0.26,3.99,393.17,35.52,94.68,0.57,108.75,0.61,0.17,43.92,,0.09,17.17,,,,,,,,,,,,,,,,,,,,
629496,30,586,05617,Mangal,2018,1.64,2.07,,0.69,6.57,746.99,26.16,117.39,0.78,200.87,1.04,0.09,27.19,,0.17,28.74,,0.35,,,,,,,,,,,,,,,,,,
629500,30,586,05618,Piliem,2018,13.80,14.49,,4.20,3.93,261.95,11.88,646.25,0.35,216.21,,,4.35,,10.02,,,45.65,,0.85,,,0.43,5.72,,,,,,17.12,,,,2.55,,
629501,30,586,05618,Darbandora,2018,18.46,26.29,,7.27,29.42,683.64,112.53,1699.53,2.16,1733.27,0.43,0.09,30.04,,11.43,0.09,,83.92,,1.98,,,1.28,9.41,0.81,,,,,2.76,0.09,,,9.77,,
629502,30,586,05618,Sancordem,2018,0.17,0.09,,0.26,0.43,305.74,16.24,107.24,0.35,359.87,,,1.55,,0.09,,,4.06,,,,,,,,,,,,,,,,,,
629503,30,586,05618,Aglote,2018,2.85,2.59,,1.49,8.59,207.45,30.32,610.36,0.92,772.88,0.69,,3.19,,1.47,,,12.91,,0.17,,,0.85,1.76,,,,,,0.78,,,,0.30,,
629504,30,586,05618,Surla,2018,6.90,1.46,,2.33,20.06,4637.89,70.53,629.52,1.98,1044.53,1.03,0.09,95.32,,0.26,,,1.29,,,,,0.02,,,,,,,0.34,,,,,,
629505,30,586,05618,Molem,2018,4.06,1.86,,7.33,9.64,1933.96,56.67,546.15,1.41,1156.43,0.09,0.09,33.92,,0.95,,,4.58,,,,,,,,,,,,2.76,,,,0.00,,
629506,30,586,05618,Caranzol,2018,1.68,0.26,,2.35,4.15,2231.18,22.98,156.81,0.45,121.05,0.16,,31.64,,0.26,,,5.59,,,,,0.09,0.17,,,,,,,,,,,,
629507,30,586,05618,Colem,2018,10.10,7.16,,4.32,13.37,978.08,52.94,885.95,0.75,998.95,0.48,,8.45,,4.30,,,32.36,,1.38,,,0.78,3.02,1.04,,,,,9.92,0.35,,,9.06,,
629508,30,586,05618,Sigao,2018,22.07,10.13,,3.80,15.83,297.47,35.35,999.64,0.95,679.10,0.43,,6.20,,6.68,,,61.57,,0.95,,,0.96,5.37,5.78,,,,,1.12,0.69,,,15.20,,
629509,30,586,05618,Sangod,2018,16.69,17.97,,6.74,19.69,359.29,57.81,1299.87,1.44,1112.80,0.17,,10.04,,9.93,,,53.38,,1.81,,,1.60,3.50,1.38,,,,,1.47,0.26,,,12.33,,
629510,30,586,05618,Cormonem,2018,0.35,,,0.87,3.54,31.83,6.91,260.02,0.32,123.03,0.09,,0.64,,,,,0.49,,,,,0.40,0.35,,,,,,,,,,,,
629511,30,586,05618,Codli,2018,70.19,34.64,,9.44,28.90,187.01,40.13,1170.07,1.04,552.86,0.09,,8.28,,20.11,,,112.88,,1.55,,,0.28,23.32,39.92,,,,,1.90,1.73,,,50.12,,
629514,30,586,05618,Bandoli,2018,8.29,3.93,,1.59,13.46,64.08,20.57,614.33,0.69,287.80,0.09,,0.74,,3.09,,,17.57,,0.35,,,0.29,2.93,,,,,,0.78,,,,19.19,,
629517,30,586,05618,Santona,2018,66.01,16.13,,3.49,12.63,7.41,15.46,518.54,0.37,142.71,0.17,,3.62,,18.99,,,63.37,,3.71,,,0.17,5.70,20.43,,,,,4.67,1.04,,,60.56,,
629518,30,586,05618,Calem,2018,3.37,7.77,,10.11,17.89,728.03,49.19,1521.99,0.81,1247.67,0.13,,14.48,,1.99,,,10.73,,0.09,,,0.09,0.60,,,,,,0.78,,,,,,
629519,30,586,05618,Sonauli,2018,0.54,,0.04,0.69,6.99,2410.39,22.69,108.50,0.17,122.40,0.60,,10.78,,,,,0.09,,,,,,,,,,,,,,,,,,
629520,30,586,05618,Boma,2018,,,,,0.26,785.72,2.50,8.38,,18.92,0.09,,3.63,,0.26,,,,,,,,,,,,,,,,,,,,,
629521,30,586,05618,Oxel,2018,,,,,0.17,998.85,2.79,21.65,0.09,32.14,,,0.35,,,,,,,,,,,,,,,,,,,,,,,
629522,30,586,05618,Dongurli,2018,0.17,0.26,,,0.98,882.77,7.53,55.39,0.12,150.86,,,0.77,,,,,,,,,,,,,,,,,,,,,,,
629523,30,586,05618,Patiem,2018,10.09,2.91,,1.29,8.98,809.28,16.37,204.77,0.50,163.55,,,4.22,,6.08,,,19.70,,0.52,,,,1.04,1.04,,,,,0.17,,,,18.82,,
629524,30,586,05618,Maulinguem,2018,0.92,0.86,,,5.94,195.86,12.46,174.03,0.17,114.44,0.43,,2.07,,0.34,,,4.19,,1.03,,,,0.22,,,,,,,,,,8.63,,
629525,30,586,05618,Dudal,2018,1.81,2.33,,0.30,5.67,87.79,8.57,382.59,0.17,222.19,0.09,,0.44,,0.09,,,5.14,,0.09,,,0.09,0.73,0.35,,,,,,,,,4.52,,
629531,30,586,05618,Xelpem,2018,2.55,0.69,,0.52,8.30,14.70,5.91,200.24,0.17,45.95,,,1.38,,0.29,,,0.46,,0.52,,,4.84,12.29,9.19,,,,,5.29,0.09,,,82.62,,
629532,30,586,05618,Salauli,2018,5.61,4.58,0.09,0.35,8.26,65.03,18.51,371.25,0.78,168.83,,,0.29,,0.86,,,0.95,,0.35,,,3.98,44.81,83.19,,,,,0.09,0.09,,,260.73,,
629533,30,586,05618,Uguem,2018,18.51,4.59,,5.35,24.89,144.05,38.56,931.47,1.16,511.05,0.43,,9.63,,2.14,,,1.85,,0.17,,,1.46,13.78,8.06,,,,,4.48,0.26,,,42.02,,
629534,30,586,05618,Tudou,2018,12.97,9.57,,1.55,13.99,668.09,24.04,255.23,1.12,252.57,0.17,,6.50,,11.35,,,32.18,,0.43,,,0.35,1.21,1.81,,,,,,0.09,,,36.24,,
629535,30,586,05618,Potrem,2018,2.41,2.63,,0.40,6.02,1700.06,23.36,141.17,1.21,245.90,0.60,,21.48,,1.39,0.17,,7.77,,,,,0.09,0.19,,,,,,,,,,0.35,,
629536,30,586,05618,Bati,2018,3.89,1.11,,3.92,12.17,1422.92,49.45,525.34,2.94,802.52,0.52,,23.32,,1.03,0.09,,3.63,,0.09,,,0.17,0.33,,,,,,0.60,,,,0.52,,
629537,30,586,05618,Cumbari,2018,0.52,0.35,,0.89,3.66,2395.19,17.87,99.29,0.78,201.28,0.43,,8.70,,0.17,0.26,,,,,,,,,,,,,,0.09,,,,,,
629538,30,586,05618,Viliena,2018,0.35,,,3.43,5.51,74.38,6.79,129.73,0.52,169.48,0.35,,1.64,,,,,0.09,,,,,,,,,,,,,,,,,,
629539,30,586,05618,Dongor,2018,,,,0.26,0.43,736.70,5.34,19.66,,76.81,0.09,,1.24,,,,,,,,,,,,,,,,,,,,,,,
629540,30,586,05618,Naiquinim,2018,3.37,1.64,,2.16,9.97,284.06,38.61,846.29,1.12,503.32,0.95,,4.20,,0.78,,,4.75,,0.26,,,15.02,81.76,84.60,,,,,3.20,,,,50.11,,
629541,30,586,05618,Porteem,2018,0.09,,,0.34,4.14,155.31,26.79,246.27,0.35,364.69,,,3.58,,0.43,,,,,0.09,,,3.96,42.81,122.09,,,,,,,,,253.97,,
